"LOCATION","Country","INDICATOR","Indicator","MEASURE","Measure","INEQUALITY","Inequality","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"OECD","OECD - Total","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,486,,
"AUS","Australia","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,21,,
"AUT","Austria","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,17,,
"BEL","Belgium","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,19.3,,
"CAN","Canada","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,17.3,,
"CZE","Czech Republic","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,17.9,,
"DNK","Denmark","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,19.5,,
"FIN","Finland","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,19.8,,
"FRA","France","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,16.5,,
"DEU","Germany","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,18.1,,
"GRC","Greece","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,19,,
"HUN","Hungary","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,16.4,,
"ISL","Iceland","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,19,,
"IRL","Ireland","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,18.1,,
"ITA","Italy","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,16.6,,
"JPN","Japan","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,16.4,,
"KOR","Korea","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,17.3,,
"LUX","Luxembourg","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,15.1,,
"MEX","Mexico","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,15.2,,
"NLD","Netherlands","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,18.7,,
"NZL","New Zealand","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,17.7,,
"NOR","Norway","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,18.3,,
"POL","Poland","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,17.6,,
"PRT","Portugal","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,16.9,,
"SVK","Slovak Republic","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,15.8,,
"ESP","Spain","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,17.9,,
"SWE","Sweden","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,19.3,,
"CHE","Switzerland","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,17.5,,
"TUR","Turkey","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,18.3,,
"GBR","United Kingdom","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,17.5,,
"USA","United States","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,17.2,,
"BRA","Brazil","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,16.2,,
"CHL","Chile","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,17.5,,
"EST","Estonia","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,17.7,,
"ISR","Israel","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,15.6,,
"LVA","Latvia","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,18,,
"RUS","Russia","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,16.2,,
"SVN","Slovenia","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,18.3,,
"OECD","OECD - Total","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,17.2,,
"AUS","Australia","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,5,,
"AUT","Austria","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,16,,
"BEL","Belgium","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,15,,
"CAN","Canada","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,7,,
"CZE","Czech Republic","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,20,,
"DNK","Denmark","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,9,,
"FIN","Finland","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,6,,
"FRA","France","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,13,,
"DEU","Germany","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,14,,
"GRC","Greece","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,18,,
"HUN","Hungary","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,19,,
"ISL","Iceland","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,3,,
"IRL","Ireland","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,7,,
"ITA","Italy","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,18,,
"JPN","Japan","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,14,,
"KOR","Korea","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,28,,
"LUX","Luxembourg","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,12,,
"MEX","Mexico","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,16,,
"NLD","Netherlands","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,14,,
"NZL","New Zealand","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,5,,
"NOR","Norway","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,5,,
"POL","Poland","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,22,,
"PRT","Portugal","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,10,,
"SVK","Slovak Republic","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,21,,
"ESP","Spain","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,11,,
"SWE","Sweden","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,6,,
"CHE","Switzerland","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,15,,
"TUR","Turkey","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,20,,
"GBR","United Kingdom","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,11,,
"USA","United States","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,10,,
"BRA","Brazil","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,10,,
"CHL","Chile","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,16,,
"EST","Estonia","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,8,,
"ISR","Israel","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,21,,
"LVA","Latvia","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,11,,
"RUS","Russia","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,15,,
"SVN","Slovenia","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,16,,
"ZAF","South Africa","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,22,,
"OECD","OECD - Total","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,14,,
"AUS","Australia","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,93,,
"AUT","Austria","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,92,,
"BEL","Belgium","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,84,,
"CAN","Canada","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,91,,
"CZE","Czech Republic","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,87,,
"DNK","Denmark","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,95,,
"FIN","Finland","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,95,,
"FRA","France","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,81,,
"DEU","Germany","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,91,,
"GRC","Greece","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,69,,
"HUN","Hungary","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,77,,
"ISL","Iceland","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,99,,
"IRL","Ireland","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,85,,
"ITA","Italy","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,71,,
"JPN","Japan","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,87,,
"KOR","Korea","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,76,,
"LUX","Luxembourg","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,84,,
"MEX","Mexico","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,68,,
"NLD","Netherlands","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,93,,
"NZL","New Zealand","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,89,,
"NOR","Norway","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,98,,
"POL","Poland","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,82,,
"PRT","Portugal","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,86,,
"SVK","Slovak Republic","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,85,,
"ESP","Spain","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,72,,
"SWE","Sweden","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,96,,
"CHE","Switzerland","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,95,,
"TUR","Turkey","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,65,,
"GBR","United Kingdom","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,84,,
"USA","United States","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,83,,
"BRA","Brazil","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,73,,
"CHL","Chile","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,71,,
"EST","Estonia","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,84,,
"ISR","Israel","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,67,,
"LVA","Latvia","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,79,,
"RUS","Russia","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,55,,
"SVN","Slovenia","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,90,,
"ZAF","South Africa","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,67,,
"OECD","OECD - Total","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,81,,
"AUS","Australia","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,91,,
"AUT","Austria","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,80,,
"BEL","Belgium","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,89,,
"CAN","Canada","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,68,,
"CZE","Czech Republic","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,61,,
"DNK","Denmark","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,86,,
"FIN","Finland","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,67,,
"FRA","France","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,75,,
"DEU","Germany","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,76,,
"GRC","Greece","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,64,,
"HUN","Hungary","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,70,,
"ISL","Iceland","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,79,,
"IRL","Ireland","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,65,,
"ITA","Italy","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,73,,
"JPN","Japan","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,53,,
"KOR","Korea","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,77,,
"LUX","Luxembourg","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,91,,
"MEX","Mexico","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,63,,
"NLD","Netherlands","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,82,,
"NZL","New Zealand","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,80,,
"NOR","Norway","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,78,,
"POL","Poland","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,55,,
"PRT","Portugal","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,56,,
"SVK","Slovak Republic","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,60,,
"ESP","Spain","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,70,,
"SWE","Sweden","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,86,,
"CHE","Switzerland","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,49,,
"TUR","Turkey","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,86,,
"GBR","United Kingdom","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,69,,
"USA","United States","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,65,,
"BRA","Brazil","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,79,,
"CHL","Chile","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,47,,
"EST","Estonia","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,64,,
"ISR","Israel","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,72,,
"LVA","Latvia","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,59,,
"RUS","Russia","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,68,,
"SVN","Slovenia","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,53,,
"ZAF","South Africa","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,73,,
"OECD","OECD - Total","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,68,,
"AUS","Australia","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,82.5,,
"AUT","Austria","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81.7,,
"BEL","Belgium","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81.5,,
"CAN","Canada","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81.9,,
"CZE","Czech Republic","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,79.1,,
"DNK","Denmark","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,80.9,,
"FIN","Finland","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81.5,,
"FRA","France","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,82.4,,
"DEU","Germany","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81.1,,
"GRC","Greece","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81.5,,
"HUN","Hungary","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,76.2,,
"ISL","Iceland","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,82.3,,
"IRL","Ireland","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81.8,,
"ITA","Italy","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,83.3,,
"JPN","Japan","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,84.1,,
"KOR","Korea","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,82.4,,
"LUX","Luxembourg","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,82.8,,
"MEX","Mexico","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,75.4,,
"NLD","Netherlands","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81.6,,
"NZL","New Zealand","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81.7,,
"NOR","Norway","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,82.5,,
"POL","Poland","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,78,,
"PRT","Portugal","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81.2,,
"SVK","Slovak Republic","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,77.3,,
"ESP","Spain","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,83.4,,
"SWE","Sweden","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,82.4,,
"CHE","Switzerland","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,83.7,,
"TUR","Turkey","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,78,,
"GBR","United Kingdom","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81.2,,
"USA","United States","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,78.6,,
"BRA","Brazil","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,74.8,,
"CHL","Chile","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,79.9,,
"EST","Estonia","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,77.8,,
"ISR","Israel","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,82.5,,
"LVA","Latvia","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,74.7,,
"RUS","Russia","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,71.8,,
"SVN","Slovenia","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81.3,,
"ZAF","South Africa","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,57.5,,
"OECD","OECD - Total","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,80.2,,
"AUS","Australia","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,85,,
"AUT","Austria","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,70,,
"BEL","Belgium","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,74,,
"CAN","Canada","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,88,,
"CZE","Czech Republic","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,60,,
"DNK","Denmark","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,71,,
"FIN","Finland","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,70,,
"FRA","France","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,66,,
"DEU","Germany","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,65,,
"GRC","Greece","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,74,,
"HUN","Hungary","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,60,,
"ISL","Iceland","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,76,,
"IRL","Ireland","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,83,,
"ITA","Italy","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,71,,
"JPN","Japan","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,36,,
"KOR","Korea","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,33,,
"LUX","Luxembourg","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,69,,
"MEX","Mexico","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,66,,
"NLD","Netherlands","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,76,,
"NZL","New Zealand","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,88,,
"NOR","Norway","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,77,,
"POL","Poland","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,58,,
"PRT","Portugal","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,48,,
"SVK","Slovak Republic","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,66,,
"ESP","Spain","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,72,,
"SWE","Sweden","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,75,,
"CHE","Switzerland","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,78,,
"TUR","Turkey","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,69,,
"GBR","United Kingdom","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,69,,
"USA","United States","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,88,,
"CHL","Chile","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,57,,
"EST","Estonia","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,53,,
"ISR","Israel","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,84,,
"LVA","Latvia","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,47,,
"RUS","Russia","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,43,,
"SVN","Slovenia","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,64,,
"OECD","OECD - Total","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,69,,
"AUS","Australia","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,7.3,,
"AUT","Austria","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,7.1,,
"BEL","Belgium","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,6.9,,
"CAN","Canada","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,7.4,,
"CZE","Czech Republic","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,6.7,,
"DNK","Denmark","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,7.6,,
"FIN","Finland","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,7.6,,
"FRA","France","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,6.5,,
"DEU","Germany","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,7,,
"GRC","Greece","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,5.4,,
